STATION,DATE,TMAX,TMIN,TDIF,RAIN?,WT01,WT02,WT03,WT04,WT05,WT08,WT09,WT11,WT13,WT14,WT16,WT17,WT18,WT19,WT22
USW00024233,7/4/2018,83,57,26,0,,,,,,,,,,,,,,,
USW00024233,7/5/2018,85,59,26,0,,,,,,,,,,,,,,,
USW00024233,7/6/2018,78,60,18,0,,,,,,,,,,,,,,,
USW00024233,7/7/2018,74,58,16,1,1,,,,,,,,,,,,,,
USW00024233,7/8/2018,81,58,23,0,,,,,,,,,,,,,,,
USW00024233,7/9/2018,72,57,15,0,,,,,,,,,,,,,,,
USW00024233,7/10/2018,78,58,20,1,1,,,,,,,,,,,,,,
USW00024233,7/11/2018,82,59,23,0,,,,,,,,,,,,,,,
USW00024233,7/12/2018,89,59,30,0,,,,,,,,,,,,,,,
USW00024233,7/13/2018,85,61,24,0,,,,,,,,,,,,,,,
USW00024233,7/14/2018,87,58,29,0,,,,,,,,,,,,,,,
USW00024233,7/15/2018,93,63,30,0,,,,,,,,,,,,,,,
USW00024233,7/16/2018,92,63,29,0,,,,,,,,,,,,,,,
USW00024233,7/17/2018,85,60,25,0,,,,,,,,,,,,,,,
USW00024233,7/18/2018,77,58,19,0,,,,,,,,,,,,,,,
USW00024233,7/19/2018,70,54,16,0,,,,,,,,,,,,,,,
USW00024233,7/20/2018,74,55,19,0,,,,,,,,,,,,,,,
USW00024233,7/21/2018,79,56,23,0,,,,,,,,,,,,,,,
USW00024233,7/22/2018,86,61,25,0,,,,,,,,,,,,,,,
USW00024233,7/23/2018,90,63,27,0,,,,,,,,,,,,,,,
USW00024233,7/24/2018,91,59,32,0,,,,,,,,,,,,,,,
USW00024233,7/25/2018,92,62,30,0,,,,,,,,,,,,,,,
USW00024233,7/26/2018,92,60,32,0,,,,,,,,,,,,,,,
USW00024233,7/27/2018,88,57,31,0,,,,,,,,,,,,,,,
USW00024233,7/28/2018,85,58,27,0,,,,,,,,,,,,,,,
USW00024233,7/29/2018,94,60,34,0,,,,,,,,,,,,,,,
USW00024233,7/30/2018,89,62,27,0,,,,,,,,,,,,,,,
USW00024233,7/31/2018,80,60,20,0,,,,,,,,,,,,,,,
USW00024233,8/1/2018,75,59,16,0,,,,,,,,,,,,,,,
USW00024233,8/2/2018,70,58,12,1,1,,,,,,,,,,,,,,
USW00024233,8/3/2018,76,59,17,1,1,,,,,,,,,,,,,,
USW00024233,8/4/2018,81,58,23,0,,,,,,,,,,,,,,,
USW00024233,8/5/2018,86,59,27,0,,,,,,,,,,,,,,,
USW00024233,8/6/2018,89,59,30,0,,,,,,,,,,,,,,,
USW00024233,8/7/2018,92,60,32,0,,,,,,,,,,,,,,,
USW00024233,8/8/2018,94,62,32,0,,,,,,,,,,,,,,,
USW00024233,8/9/2018,93,60,33,0,,,,,,,,,,,,,,,
USW00024233,8/10/2018,82,62,20,0,,,,,,,,,,,,,,,
USW00024233,8/11/2018,72,62,10,1,1,,,,,,,,,,,,,,
USW00024233,8/12/2018,73,59,14,0,,,,,,,,,,,,,,,
USW00024233,8/13/2018,79,59,20,1,,,,,,1,,,,,,,,,
USW00024233,8/14/2018,85,62,23,1,,,,,,1,,,,,,,,,
USW00024233,8/15/2018,86,61,25,1,,,,,,1,,,,,,,,,
USW00024233,8/16/2018,73,58,15,3,1,1,,,,1,,,,,,,,,
USW00024233,8/17/2018,74,54,20,0,,,,,,,,,,,,,,,
USW00024233,8/18/2018,81,55,26,1,,,,,,1,,,,,,,,,
USW00024233,8/19/2018,80,58,22,1,,,,,,1,,,,,,,,,
USW00024233,8/20/2018,81,57,24,2,1,,,,,1,,,,,,,,,
USW00024233,8/21/2018,91,65,26,1,,,,,,1,,,,,,,,,
USW00024233,8/22/2018,89,59,30,1,,,,,,1,,,,,,,,,
USW00024233,8/23/2018,73,57,16,2,1,,,,,1,,,,,,,,,
USW00024233,8/24/2018,69,56,13,1,,,,,,1,,,,,,,,,
USW00024233,8/25/2018,64,53,11,2,1,,,,,1,,,,,,,,,
USW00024233,8/26/2018,65,57,8,2,1,,,,,1,,,,,,,,,
USW00024233,8/27/2018,76,56,20,1,1,,,,,,,,,,,,,,
USW00024233,8/28/2018,84,55,29,0,,,,,,,,,,,,,,,
USW00024233,8/29/2018,77,57,20,0,,,,,,,,,,,,,,,
USW00024233,8/30/2018,73,60,13,0,,,,,,,,,,,,,,,
USW00024233,8/31/2018,69,58,11,0,,,,,,,,,,,,,,,
USW00024233,9/1/2018,73,57,16,0,,,,,,,,,,,,,,,
USW00024233,9/2/2018,76,52,24,0,,,,,,,,,,,,,,,
USW00024233,9/3/2018,74,58,16,0,,,,,,,,,,,,,,,
USW00024233,9/4/2018,77,55,22,0,,,,,,,,,,,,,,,
USW00024233,9/5/2018,82,57,25,0,,,,,,,,,,,,,,,
USW00024233,9/6/2018,85,56,29,0,,,,,,,,,,,,,,,
USW00024233,9/7/2018,75,56,19,0,,,,,,,,,,,,,,,
USW00024233,9/8/2018,71,58,13,1,1,,,,,,,,,,,,,,
USW00024233,9/9/2018,75,57,18,1,1,,,,,,,,,,,,,,
USW00024233,9/10/2018,68,58,10,1,1,,,,,,,,,,,,,,
USW00024233,9/11/2018,67,56,11,0,,,,,,,,,,,,,,,
USW00024233,9/12/2018,67,55,12,1,1,,,,,,,,,,,,,,
USW00024233,9/13/2018,70,55,15,2,1,,,,,1,,,,,,,,,
USW00024233,9/14/2018,67,55,12,1,1,,,,,,,,,,,,,,
USW00024233,9/15/2018,63,53,10,0,,,,,,,,,,,,,,,
USW00024233,9/16/2018,65,51,14,1,1,,,,,,,,,,,,,,
USW00024233,9/17/2018,65,51,14,0,,,,,,,,,,,,,,,
USW00024233,9/18/2018,67,48,19,0,,,,,,,,,,,,,,,
USW00024233,9/19/2018,68,48,20,0,,,,,,,,,,,,,,,
USW00024233,9/20/2018,66,53,13,1,1,,,,,,,,,,,,,,
USW00024233,9/21/2018,72,59,13,1,1,,,,,,,,,,,,,,
USW00024233,9/22/2018,68,55,13,1,1,,,,,,,,,,,,,,
USW00024233,9/23/2018,65,53,12,0,,,,,,,,,,,,,,,
USW00024233,9/24/2018,68,49,19,0,,,,,,,,,,,,,,,
USW00024233,9/25/2018,69,50,19,1,1,,,,,,,,,,,,,,
USW00024233,9/26/2018,70,51,19,1,1,,,,,,,,,,,,,,
USW00024233,9/27/2018,73,52,21,0,,,,,,,,,,,,,,,
USW00024233,9/28/2018,79,57,22,0,,,,,,,,,,,,,,,
USW00024233,9/29/2018,66,52,14,1,1,,,,,,,,,,,,,,
USW00024233,9/30/2018,65,56,9,1,1,,,,,,,,,,,,,,
USW00024233,10/1/2018,65,57,8,1,1,,,,,,,,,,,,,,
USW00024233,10/2/2018,62,48,14,0,,,,,,,,,,,,,,,
USW00024233,10/3/2018,58,43,15,2,1,,,,,1,,,,,,,,,
USW00024233,10/4/2018,60,47,13,0,,,,,,,,,,,,,,,
USW00024233,10/5/2018,53,46,7,1,1,,,,,,,,,,,,,,
USW00024233,10/6/2018,60,48,12,0,,,,,,,,,,,,,,,
USW00024233,10/7/2018,56,47,9,1,1,,,,,,,,,,,,,,
USW00024233,10/8/2018,58,52,6,1,1,,,,,,,,,,,,,,
USW00024233,10/9/2018,59,51,8,1,1,,,,,,,,,,,,,,
USW00024233,10/10/2018,64,49,15,2,1,1,,,,,,,,,,,,,
USW00024233,10/11/2018,63,45,18,2,1,1,,,,,,,,,,,,,
USW00024233,10/12/2018,64,47,17,0,,,,,,,,,,,,,,,
USW00024233,10/13/2018,62,49,13,0,,,,,,,,,,,,,,,
USW00024233,10/14/2018,68,45,23,0,,,,,,,,,,,,,,,
USW00024233,10/15/2018,66,44,22,0,,,,,,,,,,,,,,,
USW00024233,10/16/2018,72,46,26,1,1,,,,,,,,,,,,,,
USW00024233,10/17/2018,70,44,26,1,1,,,,,,,,,,,,,,
USW00024233,10/18/2018,67,46,21,2,1,,,,,1,,,,,,,,,
USW00024233,10/19/2018,61,45,16,3,1,1,,,,1,,,,,,,,,
USW00024233,10/20/2018,58,45,13,3,1,1,,,,1,,,,,,,,,
USW00024233,10/21/2018,56,43,13,3,1,1,,,,1,,,,,,,,,
USW00024233,10/22/2018,53,43,10,3,1,1,,,,1,,,,,,,,,
USW00024233,10/23/2018,54,43,11,3,1,1,,,,1,,,,,,,,,
USW00024233,10/24/2018,60,49,11,0,,,,,,,,,,,,,,,
USW00024233,10/25/2018,58,53,5,1,1,,,,,,,,,,,,,,
USW00024233,10/26/2018,63,51,12,1,1,,,,,,,,,,,,,,
USW00024233,10/27/2018,60,45,15,1,1,,,,,,,,,,,,,,
USW00024233,10/28/2018,57,49,8,1,1,,,,,,,,,,,,,,
USW00024233,10/29/2018,55,44,11,1,1,,,,,,,,,,,,,,
USW00024233,10/30/2018,56,45,11,0,,,,,,,,,,,,,,,
USW00024233,10/31/2018,58,49,9,1,1,,,,,,,,,,,,,,
USW00024233,11/1/2018,62,57,5,1,1,,,,,,,,,,,,,,
USW00024233,11/2/2018,62,54,8,1,1,,,,,,,,,,,,,,
USW00024233,11/3/2018,55,53,2,1,1,,,,,,,,,,,,,,
USW00024233,11/4/2018,61,52,9,1,1,,,,,,,,,,,,,,
USW00024233,11/5/2018,56,48,8,0,,,,,,,,,,,,,,,
USW00024233,11/6/2018,56,46,10,1,1,,,,,,,,,,,,,,
USW00024233,11/7/2018,53,40,13,1,1,,,,,,,,,,,,,,
USW00024233,11/8/2018,50,36,14,1,1,,,,,,,,,,,,,,
USW00024233,11/9/2018,43,35,8,1,1,,,,,,,,,,,,,,
USW00024233,11/10/2018,50,40,10,2,1,1,,,,,,,,,,,,,
USW00024233,11/11/2018,50,34,16,2,1,1,,,,,,,,,,,,,
USW00024233,11/12/2018,61,41,20,0,,,,,,,,,,,,,,,
USW00024233,11/13/2018,54,39,15,0,,,,,,,,,,,,,,,
USW00024233,11/14/2018,57,46,11,1,1,,,,,,,,,,,,,,
USW00024233,11/15/2018,55,49,6,1,1,,,,,,,,,,,,,,
USW00024233,11/16/2018,55,46,9,2,1,1,,,,,,,,,,,,,
USW00024233,11/17/2018,55,41,14,1,1,,,,,,,,,,,,,,
USW00024233,11/18/2018,55,38,17,0,,,,,,,,,,,,,,,
USW00024233,11/19/2018,54,34,20,1,1,,,,,,,,,,,,,,
USW00024233,11/20/2018,55,34,21,2,1,1,,,,,,,,,,,,,
USW00024233,11/21/2018,53,47,6,0,,,,,,,,,,,,,,,
USW00024233,11/22/2018,52,45,7,1,1,,,,,,,,,,,,,,
USW00024233,11/23/2018,49,42,7,2,1,,,,,1,,,,,,,,,
USW00024233,11/24/2018,49,38,11,0,,,,,,,,,,,,,,,
USW00024233,11/25/2018,48,36,12,0,,,,,,,,,,,,,,,
USW00024233,11/26/2018,57,45,12,1,1,,,,,,,,,,,,,,
USW00024233,11/27/2018,58,48,10,3,1,,1,1,,,,,,,,,,,
USW00024233,11/28/2018,51,47,4,1,1,,,,,,,,,,,,,,
USW00024233,11/29/2018,50,43,7,2,1,1,,,,,,,,,,,,,
USW00024233,11/30/2018,50,43,7,1,1,,,,,,,,,,,,,,
USW00024233,12/1/2018,46,39,7,1,1,,,,,,,,,,,,,,
USW00024233,12/2/2018,46,40,6,1,1,,,,,,,,,,,,,,
USW00024233,12/3/2018,47,35,12,2,1,1,,,,,,,,,,,,,
USW00024233,12/4/2018,47,32,15,0,,,,,,,,,,,,,,,
USW00024233,12/5/2018,45,31,14,0,,,,,,,,,,,,,,,
USW00024233,12/6/2018,46,33,13,0,,,,,,,,,,,,,,,
USW00024233,12/7/2018,44,34,10,0,,,,,,,,,,,,,,,
USW00024233,12/8/2018,48,40,8,0,,,,,,,,,,,,,,,
USW00024233,12/9/2018,48,42,6,1,1,,,,,,,,,,,,,,
USW00024233,12/10/2018,49,42,7,1,1,,,,,,,,,,,,,,
USW00024233,12/11/2018,50,43,7,1,1,,,,,,,,,,,,,,
USW00024233,12/12/2018,49,39,10,0,,,,,,,,,,,,,,,
USW00024233,12/13/2018,52,45,7,1,,,,,,1,,,,,,,,,
USW00024233,12/14/2018,57,43,14,1,,,,,,1,,,,,,,,,
USW00024233,12/15/2018,52,41,11,0,,,,,,,,,,,,,,,
USW00024233,12/16/2018,56,45,11,1,1,,,,,,,,,,,,,,
USW00024233,12/17/2018,54,46,8,1,1,,,,,,,,,,,,,,
USW00024233,12/18/2018,54,45,9,1,1,,,,,,,,,,,,,,
USW00024233,12/19/2018,51,45,6,1,1,,,,,,,,,,,,,,
USW00024233,12/20/2018,59,40,19,1,,,,,,1,,,,,,,,,
USW00024233,12/21/2018,44,35,9,0,,,,,,,,,,,,,,,
USW00024233,12/22/2018,48,37,11,1,1,,,,,,,,,,,,,,
USW00024233,12/23/2018,47,42,5,1,1,,,,,,,,,,,,,,
USW00024233,12/24/2018,51,40,11,0,,,,,,,,,,,,,,,
USW00024233,12/25/2018,45,36,9,1,1,,,,,,,,,,,,,,
USW00024233,12/26/2018,43,39,4,1,1,,,,,,,,,,,,,,
USW00024233,12/27/2018,47,39,8,1,1,,,,,,,,,,,,,,
USW00024233,12/28/2018,49,39,10,1,1,,,,,,,,,,,,,,
USW00024233,12/29/2018,51,43,8,1,1,,,,,,,,,,,,,,
USW00024233,12/30/2018,49,38,11,1,1,,,,,,,,,,,,,,
USW00024233,12/31/2018,43,34,9,3,1,1,,,,1,,,,,,,,,
USW00024233,1/1/2019,44,33,11,1,,,,,,1,,,,,,,,,
USW00024233,1/2/2019,47,32,15,2,1,,,,,1,,,,,,,,,
USW00024233,1/3/2019,56,43,13,1,1,,,,,,,,,,,,,,
USW00024233,1/4/2019,51,46,5,0,,,,,,,,,,,,,,,
USW00024233,1/5/2019,51,41,10,0,,,,,,,,,,,,,,,
USW00024233,1/6/2019,50,36,14,1,1,,,,,,,,,,,,,,
USW00024233,1/7/2019,45,37,8,0,,,,,,,,,,,,,,,
USW00024233,1/8/2019,49,36,13,0,,,,,,,,,,,,,,,
USW00024233,1/9/2019,53,45,8,0,,,,,,,,,,,,,,,
USW00024233,1/10/2019,54,46,8,2,1,,,,,1,,,,,,,,,
USW00024233,1/11/2019,61,44,17,0,,,,,,,,,,,,,,,
USW00024233,1/12/2019,59,38,21,1,1,,,,,,,,,,,,,,
USW00024233,1/13/2019,56,37,19,0,,,,,,,,,,,,,,,
USW00024233,1/14/2019,51,35,16,1,1,,,,,,,,,,,,,,
USW00024233,1/15/2019,47,31,16,2,1,1,,,,,,,,,,,,,
USW00024233,1/16/2019,55,37,18,0,,,,,,,,,,,,,,,
USW00024233,1/17/2019,57,47,10,0,,,,,,,,,,,,,,,
USW00024233,1/18/2019,53,45,8,1,1,,,,,,,,,,,,,,
USW00024233,1/19/2019,51,42,9,1,1,,,,,,,,,,,,,,
USW00024233,1/20/2019,47,38,9,0,,,,,,,,,,,,,,,
USW00024233,1/21/2019,47,36,11,1,1,,,,,,,,,,,,,,
USW00024233,1/22/2019,49,40,9,2,1,,,,,1,,,,,,,,,
USW00024233,1/23/2019,51,46,5,2,1,,,,,1,,,,,,,,,
USW00024233,1/24/2019,47,41,6,2,1,,,,,1,,,,,,,,,
USW00024233,1/25/2019,50,39,11,1,1,,,,,,,,,,,,,,
USW00024233,1/26/2019,51,35,16,2,1,1,,,,,,,,,,,,,
USW00024233,1/27/2019,43,36,7,2,1,1,,,,,,,,,,,,,
USW00024233,1/28/2019,51,37,14,1,1,,,,,,,,,,,,,,
USW00024233,1/29/2019,54,36,18,0,,,,,,,,,,,,,,,
USW00024233,1/30/2019,51,33,18,0,,,,,,,,,,,,,,,
USW00024233,1/31/2019,54,37,17,0,,,,,,,,,,,,,,,
USW00024233,2/1/2019,50,44,6,1,1,,,,,,,,,,,,,,
USW00024233,2/2/2019,48,41,7,1,1,,,,,,,,,,,,,,
USW00024233,2/3/2019,42,31,11,1,1,,,,,,,,,,,,,,
USW00024233,2/4/2019,32,25,7,3,1,1,,,,,1,,,,,,,,
USW00024233,2/5/2019,34,20,14,1,,,,,,1,,,,,,,,,
USW00024233,2/6/2019,37,20,17,0,,,,,,,,,,,,,,,
USW00024233,2/7/2019,39,25,14,0,,,,,,,,,,,,,,,
USW00024233,2/8/2019,37,29,8,2,1,1,,,,,,,,,,,,,
USW00024233,2/9/2019,33,25,8,1,1,,,,,,,,,,,,,,
USW00024233,2/10/2019,36,21,15,3,1,1,,,,1,,,,,,,,,
USW00024233,2/11/2019,38,29,9,2,1,1,,,,,,,,,,,,,
USW00024233,2/12/2019,40,34,6,1,1,,,,,,,,,,,,,,
USW00024233,2/13/2019,39,31,8,1,1,,,,,,,,,,,,,,
USW00024233,2/14/2019,44,29,15,1,1,,,,,,,,,,,,,,
USW00024233,2/15/2019,47,38,9,0,,,,,,,,,,,,,,,
USW00024233,2/16/2019,44,36,8,1,1,,,,,,,,,,,,,,
USW00024233,2/17/2019,43,32,11,1,1,,,,,,,,,,,,,,
USW00024233,2/18/2019,45,35,10,1,1,,,,,,,,,,,,,,
USW00024233,2/19/2019,43,38,5,1,1,,,,,,,,,,,,,,
USW00024233,2/20/2019,43,37,6,1,1,,,,,,,,,,,,,,
USW00024233,2/21/2019,47,32,15,0,,,,,,,,,,,,,,,
USW00024233,2/22/2019,42,34,8,0,,,,,,,,,,,,,,,
USW00024233,2/23/2019,45,36,9,1,1,,,,,,,,,,,,,,
USW00024233,2/24/2019,42,37,5,1,1,,,,,,,,,,,,,,
USW00024233,2/25/2019,44,32,12,0,,,,,,,,,,,,,,,
USW00024233,2/26/2019,43,30,13,0,,,,,,,,,,,,,,,
USW00024233,2/27/2019,43,33,10,0,,,,,,,,,,,,,,,
USW00024233,2/28/2019,49,30,19,0,,,,,,,,,,,,,,,
USW00024233,3/1/2019,51,34,17,0,,,,,,,,,,,,,,,
USW00024233,3/2/2019,51,34,17,0,,,,,,,,,,,,,,,
USW00024233,3/3/2019,47,33,14,0,,,,,,,,,,,,,,,
USW00024233,3/4/2019,46,31,15,0,,,,,,,,,,,,,,,
USW00024233,3/5/2019,49,28,21,0,,,,,,,,,,,,,,,
USW00024233,3/6/2019,40,34,6,1,1,,,,,,,,,,,,,,
USW00024233,3/7/2019,45,33,12,1,1,,,,,,,,,,,,,,
USW00024233,3/8/2019,41,34,7,1,1,,,,,,,,,,,,,,
USW00024233,3/9/2019,48,30,18,0,,,,,,,,,,,,,,,
USW00024233,3/10/2019,52,31,21,0,,,,,,,,,,,,,,,
USW00024233,3/11/2019,51,34,17,1,1,,,,,,,,,,,,,,
USW00024233,3/12/2019,48,37,11,1,1,,,,,,,,,,,,,,
USW00024233,3/13/2019,52,37,15,0,,,,,,,,,,,,,,,
USW00024233,3/14/2019,54,39,15,0,,,,,,,,,,,,,,,
USW00024233,3/15/2019,60,40,20,0,,,,,,,,,,,,,,,
USW00024233,3/16/2019,61,42,19,0,,,,,,,,,,,,,,,
USW00024233,3/17/2019,64,40,24,0,,,,,,,,,,,,,,,
USW00024233,3/18/2019,76,44,32,0,,,,,,,,,,,,,,,
USW00024233,3/19/2019,79,59,20,0,,,,,,,,,,,,,,,
USW00024233,3/20/2019,79,54,25,0,,,,,,,,,,,,,,,
USW00024233,3/21/2019,60,46,14,0,,,,,,,,,,,,,,,
USW00024233,3/22/2019,65,47,18,0,,,,,,,,,,,,,,,
USW00024233,3/23/2019,59,45,14,0,,,,,,,,,,,,,,,
USW00024233,3/24/2019,57,45,12,0,,,,,,,,,,,,,,,
USW00024233,3/25/2019,60,41,19,1,1,,,,,,,,,,,,,,
USW00024233,3/26/2019,58,42,16,0,,,,,,,,,,,,,,,
USW00024233,3/27/2019,60,42,18,0,,,,,,,,,,,,,,,
USW00024233,3/28/2019,64,44,20,0,,,,,,,,,,,,,,,
USW00024233,3/29/2019,62,44,18,0,,,,,,,,,,,,,,,
USW00024233,3/30/2019,66,43,23,0,,,,,,,,,,,,,,,
USW00024233,3/31/2019,68,43,25,0,,,,,,,,,,,,,,,
USW00024233,4/1/2019,70,45,25,0,,,,,,,,,,,,,,,
USW00024233,4/2/2019,68,52,16,0,,,,,,,,,,,,,,,
USW00024233,4/3/2019,59,47,12,1,1,,,,,,,,,,,,,,
USW00024233,4/4/2019,63,45,18,0,,,,,,,,,,,,,,,
USW00024233,4/5/2019,57,47,10,2,1,,,,,1,,,,,,,,,
USW00024233,4/6/2019,57,45,12,1,1,,,,,,,,,,,,,,
USW00024233,4/7/2019,55,44,11,1,1,,,,,,,,,,,,,,
USW00024233,4/8/2019,61,47,14,1,1,,,,,,,,,,,,,,
USW00024233,4/9/2019,58,46,12,1,1,,,,,,,,,,,,,,
USW00024233,4/10/2019,53,46,7,1,1,,,,,,,,,,,,,,
USW00024233,4/11/2019,53,46,7,1,1,,,,,,,,,,,,,,
USW00024233,4/12/2019,60,47,13,1,1,,,,,,,,,,,,,,
USW00024233,4/13/2019,51,45,6,1,1,,,,,,,,,,,,,,
USW00024233,4/14/2019,51,43,8,0,,,,,,,,,,,,,,,
USW00024233,4/15/2019,56,40,16,0,,,,,,,,,,,,,,,
USW00024233,4/16/2019,56,45,11,1,1,,,,,,,,,,,,,,
USW00024233,4/17/2019,63,48,15,0,,,,,,,,,,,,,,,
USW00024233,4/18/2019,62,53,9,1,1,,,,,,,,,,,,,,
USW00024233,4/19/2019,56,50,6,1,1,,,,,,,,,,,,,,
USW00024233,4/20/2019,60,47,13,1,1,,,,,,,,,,,,,,
USW00024233,4/21/2019,60,45,15,0,,,,,,,,,,,,,,,
USW00024233,4/22/2019,59,45,14,1,1,,,,,,,,,,,,,,
USW00024233,4/23/2019,60,49,11,0,,,,,,,,,,,,,,,
USW00024233,4/24/2019,61,47,14,0,,,,,,,,,,,,,,,
USW00024233,4/25/2019,62,44,18,0,,,,,,,,,,,,,,,
USW00024233,4/26/2019,63,45,18,0,,,,,,,,,,,,,,,
USW00024233,4/27/2019,54,42,12,1,1,,,,,,,,,,,,,,
USW00024233,4/28/2019,60,37,23,0,,,,,,,,,,,,,,,
USW00024233,4/29/2019,65,44,21,0,,,,,,,,,,,,,,,
USW00024233,4/30/2019,67,41,26,0,,,,,,,,,,,,,,,
USW00024233,5/1/2019,64,43,21,0,,,,,,,,,,,,,,,
USW00024233,5/2/2019,59,47,12,0,,,,,,,,,,,,,,,
USW00024233,5/3/2019,63,46,17,0,,,,,,,,,,,,,,,
USW00024233,5/4/2019,69,45,24,0,,,,,,,,,,,,,,,
USW00024233,5/5/2019,70,49,21,0,,,,,,,,,,,,,,,
USW00024233,5/6/2019,76,50,26,0,,,,,,,,,,,,,,,
USW00024233,5/7/2019,74,51,23,0,,,,,,,,,,,,,,,
USW00024233,5/8/2019,75,50,25,2,1,,,,,1,,,,,,,,,
USW00024233,5/9/2019,83,56,27,0,,,,,,,,,,,,,,,
USW00024233,5/10/2019,86,56,30,0,,,,,,,,,,,,,,,
USW00024233,5/11/2019,83,53,30,0,,,,,,,,,,,,,,,
USW00024233,5/12/2019,67,51,16,0,,,,,,,,,,,,,,,
USW00024233,5/13/2019,68,48,20,0,,,,,,,,,,,,,,,
USW00024233,5/14/2019,60,52,8,1,1,,,,,,,,,,,,,,
USW00024233,5/15/2019,71,52,19,1,1,,,,,,,,,,,,,,
USW00024233,5/16/2019,64,53,11,3,1,1,,,,1,,,,,,,,,
USW00024233,5/17/2019,64,52,12,0,,,,,,,,,,,,,,,
USW00024233,5/18/2019,71,51,20,0,,,,,,,,,,,,,,,
USW00024233,5/19/2019,70,53,17,0,,,,,,,,,,,,,,,
USW00024233,5/20/2019,57,52,5,1,1,,,,,,,,,,,,,,
USW00024233,5/21/2019,62,50,12,0,,,,,,,,,,,,,,,
USW00024233,5/22/2019,75,51,24,0,,,,,,,,,,,,,,,
USW00024233,5/23/2019,77,53,24,3,1,1,,,,1,,,,,,,,,
USW00024233,5/24/2019,62,53,9,1,1,,,,,,,,,,,,,,
USW00024233,5/25/2019,56,52,4,1,1,,,,,,,,,,,,,,
USW00024233,5/26/2019,72,52,20,0,,,,,,,,,,,,,,,
USW00024233,5/27/2019,77,54,23,0,,,,,,,,,,,,,,,
USW00024233,5/28/2019,66,54,12,0,,,,,,,,,,,,,,,
USW00024233,5/29/2019,70,53,17,0,,,,,,,,,,,,,,,
USW00024233,5/30/2019,75,52,23,3,1,1,,,,1,,,,,,,,,
USW00024233,5/31/2019,76,54,22,3,1,1,,,,1,,,,,,,,,
USW00024233,6/1/2019,76,53,23,2,1,,,,,1,,,,,,,,,
USW00024233,6/2/2019,75,52,23,0,,,,,,,,,,,,,,,
USW00024233,6/3/2019,69,53,16,0,,,,,,,,,,,,,,,
USW00024233,6/4/2019,72,52,20,0,,,,,,,,,,,,,,,
USW00024233,6/5/2019,66,51,15,0,,,,,,,,,,,,,,,
USW00024233,6/6/2019,66,50,16,0,,,,,,,,,,,,,,,
USW00024233,6/7/2019,64,51,13,1,1,,,,,,,,,,,,,,
USW00024233,6/8/2019,70,51,19,0,,,,,,,,,,,,,,,
USW00024233,6/9/2019,75,51,24,0,,,,,,,,,,,,,,,
USW00024233,6/10/2019,79,55,24,0,,,,,,,,,,,,,,,
USW00024233,6/11/2019,87,60,27,0,,,,,,,,,,,,,,,
USW00024233,6/12/2019,95,65,30,0,,,,,,,,,,,,,,,
USW00024233,6/13/2019,80,57,23,0,,,,,,,,,,,,,,,
USW00024233,6/14/2019,70,55,15,0,,,,,,,,,,,,,,,
USW00024233,6/15/2019,75,53,22,0,,,,,,,,,,,,,,,
USW00024233,6/16/2019,77,53,24,0,,,,,,,,,,,,,,,
USW00024233,6/17/2019,76,56,20,2,1,,,,,1,,,,,,,,,
USW00024233,6/18/2019,66,56,10,1,1,,,,,,,,,,,,,,
USW00024233,6/19/2019,70,52,18,1,1,,,,,,,,,,,,,,
USW00024233,6/20/2019,70,50,20,1,1,,,,,,,,,,,,,,
USW00024233,6/21/2019,72,54,18,0,,,,,,,,,,,,,,,
USW00024233,6/22/2019,66,55,11,0,,,,,,,,,,,,,,,
USW00024233,6/23/2019,66,54,12,2,1,,,,,1,,,,,,,,,
USW00024233,6/24/2019,71,52,19,2,1,,,,,1,,,,,,,,,
USW00024233,6/25/2019,75,51,24,0,,,,,,,,,,,,,,,
USW00024233,6/26/2019,72,52,20,0,,,,,,,,,,,,,,,
USW00024233,6/27/2019,70,56,14,1,1,,,,,,,,,,,,,,
USW00024233,6/28/2019,73,53,20,0,,,,,,,,,,,,,,,
USW00024233,6/29/2019,77,56,21,0,,,,,,,,,,,,,,,
USW00024233,6/30/2019,81,58,23,0,,,,,,,,,,,,,,,
USW00024233,7/1/2019,81,59,22,0,,,,,,,,,,,,,,,
USW00024233,7/2/2019,62,57,5,1,1,,,,,,,,,,,,,,
USW00024233,7/3/2019,71,56,15,1,1,,,,,,,,,,,,,,
USW00024233,7/4/2019,75,55,20,2,1,,,,,1,,,,,,,,,
USW00024233,7/5/2019,69,58,11,1,1,,,,,,,,,,,,,,
USW00024233,7/6/2019,72,58,14,0,,,,,,,,,,,,,,,
USW00024233,7/7/2019,68,57,11,0,,,,,,,,,,,,,,,
USW00024233,7/8/2019,75,57,18,1,1,,,,,,,,,,,,,,
USW00024233,7/9/2019,75,58,17,1,1,,,,,,,,,,,,,,
USW00024233,7/10/2019,70,62,8,2,1,,,,,1,,,,,,,,,
USW00024233,7/11/2019,76,60,16,0,,,,,,,,,,,,,,,
USW00024233,7/12/2019,80,62,18,0,,,,,,,,,,,,,,,
USW00024233,7/13/2019,79,61,18,0,,,,,,,,,,,,,,,
USW00024233,7/14/2019,79,59,20,0,,,,,,,,,,,,,,,
USW00024233,7/15/2019,71,62,9,1,1,,,,,,,,,,,,,,
USW00024233,7/16/2019,80,62,18,0,,,,,,,,,,,,,,,
USW00024233,7/17/2019,69,60,9,2,1,,,,,1,,,,,,,,,
